Time,Revenue
1.1236203565420875,0.8865894313814278
2.8521429192297485,2.635569681345057
2.1959818254342154,1.4926415290363002
1.7959754525911098,0.9564519254053606
0.46805592132730955,2.211127139944691
0.46798356100860794,1.0834742468466134
0.17425083650459838,1.1321442213775816
2.5985284373248057,1.3494320945200982
1.8033450352296265,1.5387507012646915
2.1242177333881367,2.136057259833979
0.06175348288740734,0.26354768982883514
2.909729556485983,2.705330123806773
2.497327922401265,1.8482381679214293
0.6370173320348285,1.1240461661552297
0.5454749016213019,0.8715997093243861
0.5502135295603015,2.5099588877861096
0.9127267288786132,1.4473652146140172
1.5742692948967134,1.0819940281444231
1.2958350559263474,2.196280802698633
0.8736874205941257,0.6229479436497146
